drop_lat,drop_long,pickups
40.745,-73.988,236
40.755,-73.967,236
40.738,-73.983,236
40.741,-73.982,235
40.72,-73.984,235
40.807,-73.965,235
40.76,-73.989,235
40.797,-73.97,235
40.725,-73.982,235
40.758,-73.995,234
40.731,-73.987,234
40.787,-73.968,233
40.727,-73.996,233
40.791,-73.979,233
40.744,-73.975,233
40.767,-73.982,233
40.789,-73.955,232
40.722,-74.0,232
40.759,-73.971,232
40.728,-74.0,232
40.776,-73.949,232
40.785,-73.973,232
40.781,-73.948,232
40.74,-73.98,231
40.769,-73.956,231
40.729,-73.999,231
40.731,-73.982,231
40.761,-73.968,230
40.757,-73.991,230
40.718,-73.99,230
40.723,-73.997,230
40.794,-73.968,230
40.748,-74.0,230
40.727,-73.999,230
40.773,-73.947,230
40.784,-73.98,229
40.79,-73.974,229
40.751,-73.998,229
40.768,-73.993,229
40.803,-73.964,229
40.766,-73.986,228
40.78,-73.98,228
40.761,-73.989,228
40.741,-73.988,228
40.782,-73.958,228
40.769,-73.959,228
40.732,-73.995,228
40.756,-73.967,227
40.773,-73.978,227
40.765,-73.992,226
40.728,-73.984,226
40.785,-73.952,226
40.737,-73.991,226
40.734,-73.992,225
40.732,-73.991,225
40.744,-73.998,225
40.757,-73.968,225
40.714,-73.993,225
40.726,-73.998,225
40.719,-73.983,225
40.727,-73.991,225
40.76,-73.977,225
40.761,-73.996,224
40.79,-73.98,224
40.77,-73.962,224
40.766,-73.958,224
40.75,-73.993,224
40.732,-73.984,224
40.763,-73.968,224
40.786,-73.977,223
40.771,-73.95,223
40.773,-73.959,222
40.727,-73.977,222
40.715,-74.0,222
40.753,-73.982,221
40.805,-73.965,221
40.766,-73.96,220
40.736,-73.984,220
40.752,-73.987,220
40.725,-73.978,220
40.731,-73.989,220
40.796,-73.971,220
40.793,-73.974,220
40.765,-73.991,220
40.774,-73.98,219
40.753,-73.969,219
40.762,-73.958,219
40.785,-73.979,219
40.742,-73.979,219
40.742,-73.991,219
40.796,-73.95,219
40.735,-73.996,218
40.739,-73.995,218
40.771,-73.956,218
40.761,-73.963,218
40.726,-73.986,218
40.725,-73.983,218
40.776,-73.929,217
40.764,-73.956,217
40.767,-73.987,217
40.799,-73.971,217
40.758,-73.977,217
40.808,-73.958,217
40.728,-73.986,217
40.779,-73.958,216
40.767,-73.967,216
40.786,-73.97,216
40.763,-73.967,216
40.729,-73.995,216
40.771,-73.949,216
40.725,-73.993,216
40.801,-73.966,216
40.766,-73.964,215
40.735,-73.991,214
40.762,-73.963,214
40.754,-73.982,214
40.743,-73.973,213
40.728,-73.998,213
40.765,-73.985,213
40.724,-73.997,213
40.78,-73.952,213
40.729,-73.997,213
40.782,-73.951,213
40.753,-73.996,213
40.738,-73.987,212
40.734,-73.988,212
40.797,-73.961,212
40.787,-73.975,212
40.771,-73.964,212
40.741,-73.983,212
40.804,-73.965,212
40.732,-73.998,211
40.782,-73.952,211
40.758,-73.997,211
40.724,-73.99,210
40.763,-73.949,210
40.719,-73.991,210
40.731,-73.978,209
40.77,-73.959,209
40.761,-73.997,209
40.762,-73.996,209
40.777,-73.981,209
40.766,-73.988,209
40.775,-73.952,208
40.778,-73.985,208
40.802,-73.969,208
40.719,-73.996,208
40.773,-73.948,208
40.737,-73.983,208
40.801,-73.967,208
40.78,-73.945,207
40.778,-73.945,207
40.781,-73.953,207
40.779,-73.976,207
40.745,-73.971,207
40.751,-73.994,206
40.775,-73.955,206
40.722,-73.999,206
40.758,-73.999,206
40.733,-73.992,206
40.719,-73.986,206
40.806,-73.965,206
40.788,-73.979,206
40.777,-73.976,206
40.78,-73.958,204
40.775,-73.958,204
40.738,-73.995,204
40.777,-73.959,204
40.754,-73.988,204
40.74,-73.99,204
40.797,-73.949,204
40.744,-74.0,203
40.759,-73.966,203
40.781,-73.95,203
40.78,-73.985,203
40.788,-73.955,203
40.755,-73.997,203
40.735,-73.984,203
40.754,-73.996,203
40.718,-73.998,203
40.771,-73.959,202
40.804,-73.956,202
40.786,-73.955,202
40.748,-73.983,202
40.775,-73.946,202
40.768,-73.963,201
40.805,-73.963,201
40.772,-73.961,201
40.743,-73.994,201
40.742,-73.989,201
40.719,-73.987,201
40.716,-73.99,201
40.784,-73.977,200
40.735,-73.997,200
40.759,-73.961,200
40.776,-73.977,200
40.73,-73.992,200
40.806,-73.966,199
40.731,-73.985,199
40.785,-73.947,199
40.766,-73.985,199
40.763,-73.969,198
40.777,-73.98,198
40.777,-73.944,198
40.727,-73.978,198
40.789,-73.979,198
40.735,-73.99,198
40.739,-73.997,198
40.754,-73.983,197
40.791,-73.973,197
40.761,-73.972,196
40.766,-73.987,196
40.803,-73.945,196
40.742,-73.994,196
40.753,-73.987,196
40.758,-73.961,196
40.798,-73.973,196
40.739,-73.981,196
40.729,-73.998,196
40.782,-73.948,196
40.773,-73.981,196
40.734,-73.984,196
40.794,-73.963,195
40.73,-73.979,195
40.739,-73.996,195
40.78,-73.983,195
40.766,-73.947,195
40.722,-73.998,195
40.77,-73.983,195
40.753,-73.965,195
40.8,-73.968,194
40.776,-73.988,194
40.733,-73.989,194
40.774,-73.978,194
40.751,-73.993,194
40.763,-73.994,193
40.773,-73.98,193
40.77,-73.98,193
40.743,-73.974,193
40.776,-73.984,193
40.774,-73.95,193
40.785,-73.969,193
40.727,-73.99,193
40.725,-73.98,192
40.743,-73.998,192
40.727,-73.997,192
40.792,-73.976,192
40.805,-73.964,192
40.805,-73.939,191
40.772,-73.981,191
40.719,-73.993,191
40.788,-73.967,191
40.733,-73.995,191
40.792,-73.975,191
40.753,-73.995,191
40.763,-73.957,191
40.794,-73.975,191
40.757,-73.978,191
40.779,-73.949,191
40.737,-73.998,190
40.762,-73.992,190
40.741,-73.992,190
40.745,-73.997,190
40.775,-73.977,190
40.749,-73.996,190
40.741,-73.996,190
40.779,-73.96,190
40.765,-73.967,190
40.739,-73.99,190
40.774,-73.946,189
40.772,-73.978,189
40.802,-73.968,189
40.782,-73.977,189
40.795,-73.973,188
40.725,-73.99,188
40.779,-73.98,188
40.768,-73.961,188
40.787,-73.973,188
40.779,-73.984,188
40.794,-73.969,188
40.728,-73.999,187
40.775,-73.978,187
40.738,-73.99,187
40.762,-73.965,187
40.776,-73.981,186
40.755,-73.989,186
40.787,-73.98,186
40.781,-73.983,186
40.764,-73.968,186
40.765,-73.955,185
40.772,-73.963,185
40.737,-73.985,185
40.773,-73.957,185
40.809,-73.966,185
40.73,-73.994,184
40.766,-73.989,184
40.77,-73.986,184
40.723,-73.985,184
40.776,-73.946,184
40.784,-73.953,184
40.742,-73.998,184
40.801,-73.965,184
40.719,-73.994,184
40.777,-73.96,183
40.738,-73.993,183
40.713,-73.978,183
40.791,-73.972,183
40.764,-73.958,182
40.75,-73.988,182
40.724,-73.989,182
40.72,-73.991,182
40.793,-73.971,182
40.757,-73.965,182
40.792,-73.966,182
40.741,-73.978,182
40.734,-73.989,181
40.791,-73.977,181
40.776,-73.961,181
40.778,-73.947,181
40.733,-73.999,181
40.72,-73.993,181
40.732,-73.983,181
40.752,-73.984,181
40.788,-73.981,181
40.764,-73.971,180
40.799,-73.972,180
40.807,-73.967,180
40.784,-73.955,180
40.714,-73.99,180
40.723,-73.977,180
40.76,-73.963,180
40.726,-73.979,180
40.784,-73.979,180
40.77,-73.95,180
40.748,-73.984,180
40.741,-73.993,180
40.741,-73.994,179
40.764,-73.967,179
40.792,-73.953,179
40.788,-73.954,179
40.751,-73.988,178
40.777,-73.945,178
40.738,-73.982,178
40.782,-73.975,178
40.725,-73.997,178
40.8,-73.969,178
40.742,-73.992,178
40.75,-73.997,178
40.776,-73.957,177
40.805,-73.955,177
40.758,-73.968,177
40.773,-73.963,177
40.768,-73.988,176
40.774,-73.962,176
40.779,-73.957,176
40.733,-73.993,176
40.745,-73.975,176
40.791,-73.975,176
40.763,-73.961,176
40.779,-73.962,175
40.726,-73.977,175
40.802,-73.957,175
40.78,-73.948,175
40.714,-73.98,175
40.773,-73.956,174
40.802,-73.949,174
40.776,-73.986,174
40.743,-73.978,174
40.76,-73.96,173
40.759,-73.952,173
40.781,-73.96,173
40.726,-73.978,173
40.78,-73.976,172
40.775,-73.947,172
40.731,-74.0,172
40.815,-73.959,172
40.787,-73.951,172
40.734,-73.98,172
40.799,-73.961,172
40.731,-73.974,172
40.722,-73.994,172
40.799,-73.963,171
40.721,-73.986,171
40.761,-73.995,171
40.801,-73.968,171
40.791,-73.953,171
40.803,-73.968,171
40.766,-73.946,171
40.757,-73.977,171
40.789,-73.949,170
40.736,-73.995,170
40.734,-73.982,170
40.758,-73.996,170
40.731,-73.995,170
40.741,-73.976,170
40.769,-73.957,169
40.722,-73.985,169
40.783,-73.98,169
40.784,-73.956,169
40.775,-73.981,169
40.775,-73.961,168
40.767,-73.98,168
40.726,-73.983,168
40.764,-73.96,168
40.724,-73.996,168
40.778,-73.98,167
40.729,-73.977,167
40.775,-73.962,167
40.777,-73.956,167
40.745,-73.979,167
40.764,-73.975,167
40.729,-73.979,167
40.768,-73.969,167
40.759,-73.979,167
40.791,-73.97,167
40.785,-73.982,167
40.726,-73.997,167
40.784,-73.983,166
40.8,-73.971,166
40.794,-73.976,166
40.804,-73.947,166
40.796,-73.974,166
40.733,-73.977,166
40.734,-73.996,166
40.737,-73.999,165
40.76,-73.952,165
40.777,-73.948,165
40.789,-73.98,165
40.73,-73.995,165
40.777,-73.95,165
40.742,-73.996,165
40.785,-73.951,164
40.771,-73.962,164
40.773,-73.96,164
40.742,-73.977,164
40.774,-73.959,164
40.78,-73.949,164
40.785,-73.971,164
40.8,-73.962,164
40.747,-73.989,164
40.743,-73.987,164
40.726,-73.988,164
40.73,-73.985,163
40.73,-73.999,163
40.724,-73.984,163
40.771,-73.955,163
40.785,-73.972,163
40.735,-73.979,163
40.806,-73.953,163
40.776,-73.951,163
40.727,-73.995,162
40.787,-73.976,162
40.746,-73.995,162
40.786,-73.943,162
40.722,-73.98,162
40.784,-73.946,162
40.773,-73.962,162
40.747,-73.971,162
40.729,-73.976,161
40.727,-73.998,161
40.806,-73.964,161
40.78,-73.988,161
40.735,-73.981,160
40.768,-73.96,160
40.725,-73.996,160
40.723,-73.984,160
40.783,-73.95,160
40.723,-73.993,159
40.767,-73.971,159
40.78,-73.978,159
40.718,-73.997,159
40.767,-73.997,159
40.764,-73.97,159
40.769,-73.954,158
40.728,-73.994,158
40.803,-73.967,158
40.75,-73.99,158
40.756,-73.996,158
40.781,-73.961,158
40.743,-73.979,158
40.737,-73.99,158
40.788,-73.973,158
40.769,-73.989,158
40.73,-74.001,157
40.736,-73.978,157
40.8,-73.966,157
40.805,-73.957,157
40.792,-73.972,157
40.789,-73.974,157
40.73,-73.976,157
40.762,-73.968,157
40.778,-73.948,157
40.722,-73.981,156
40.734,-73.977,156
40.815,-73.96,156
40.796,-73.97,156
40.748,-73.995,156
40.753,-73.99,155
40.78,-73.975,155
40.781,-73.955,155
40.741,-73.997,155
40.774,-73.96,155
40.79,-73.978,155
40.774,-73.945,155
40.803,-73.969,155
40.816,-73.96,154
40.782,-73.955,154
40.766,-73.961,154
40.753,-73.992,154
40.778,-73.986,154
40.794,-73.971,153
40.723,-73.999,153
40.784,-73.951,153
40.788,-73.969,153
40.741,-73.999,153
40.784,-73.97,153
40.792,-73.967,153
40.784,-73.981,153
40.787,-73.981,153
40.776,-73.962,153
40.766,-73.971,153
40.784,-73.973,152
40.728,-73.997,152
40.74,-73.997,152
40.74,-73.996,152
40.776,-73.944,152
40.755,-73.963,152
40.746,-73.999,152
40.767,-73.968,152
40.722,-73.995,152
40.742,-73.986,151
40.757,-73.98,151
40.811,-73.96,151
40.729,-73.994,151
40.791,-73.966,151
40.76,-73.993,151
40.787,-73.97,151
40.815,-73.943,151
40.728,-73.98,150
40.724,-73.992,150
40.777,-73.943,150
40.8,-73.959,150
40.766,-73.956,150
40.754,-73.997,150
40.731,-73.984,149
40.783,-73.983,149
40.795,-73.964,149
40.726,-73.98,149
40.808,-73.965,149
40.759,-73.98,149
40.769,-73.953,148
40.735,-73.993,148
40.74,-73.995,148
40.79,-73.97,148
40.776,-73.955,147
40.782,-73.984,147
40.777,-73.954,147
40.776,-73.979,146
40.737,-74.0,146
40.735,-73.999,146
40.717,-73.99,146
40.768,-73.954,146
40.73,-73.98,146
40.726,-73.985,146
40.766,-73.967,146
40.732,-73.977,145
40.779,-73.979,145
40.77,-73.965,145
40.775,-73.979,145
40.763,-73.972,145
40.741,-73.985,145
40.737,-73.978,145
40.714,-73.979,144
40.752,-73.988,144
40.728,-73.981,144
40.764,-73.991,144
40.783,-73.947,144
40.783,-73.952,144
40.761,-73.957,144
40.721,-73.987,144
40.753,-73.983,143
40.769,-73.965,143
40.74,-73.988,143
40.766,-73.998,143
40.76,-73.994,143
40.731,-73.996,143
40.781,-73.977,143
40.777,-73.962,143
40.774,-73.947,143
40.77,-73.969,142
40.718,-73.993,142
40.768,-73.966,142
40.768,-73.968,142
40.772,-73.954,142
40.775,-73.953,142
40.756,-73.961,142
40.763,-73.973,142
40.778,-73.961,141
40.796,-73.969,141
40.781,-73.978,141
40.771,-73.963,141
40.808,-73.959,141
40.735,-73.995,140
40.721,-73.982,140
40.816,-73.943,140
40.722,-73.982,140
40.758,-73.994,140
40.804,-73.964,140
40.8,-73.954,140
40.732,-73.974,140
40.733,-73.998,140
40.742,-73.99,140
40.79,-73.976,140
40.739,-73.984,139
40.785,-73.98,139
40.725,-74.0,139
40.779,-73.974,139
40.724,-73.995,139
40.801,-73.948,139
40.731,-73.994,139
40.787,-73.978,139
40.715,-73.991,139
40.769,-73.95,138
40.803,-73.957,138
40.758,-74.001,138
40.714,-73.992,138
40.728,-73.993,138
40.777,-73.985,138
40.716,-73.996,138
40.776,-73.985,138
40.742,-74.001,137
40.748,-74.001,137
40.715,-73.99,137
40.794,-73.97,137
40.792,-73.971,137
40.72,-73.998,137
40.789,-73.948,137
40.785,-73.976,137
40.756,-73.995,136
40.771,-73.952,136
40.81,-73.964,136
40.783,-73.959,136
40.757,-73.979,136
40.801,-73.944,136
40.809,-73.958,136
40.782,-73.959,136
40.77,-73.967,136
40.729,-74.001,136
40.736,-73.975,136
40.727,-73.993,135
40.772,-73.965,135
40.787,-73.971,135
40.784,-73.957,135
40.751,-73.989,135
40.727,-74.001,135
40.784,-73.971,135
40.812,-73.936,135
40.804,-73.955,135
40.782,-73.96,134
40.734,-73.994,134
40.727,-73.979,134
40.743,-73.988,134
40.757,-73.997,134
40.754,-73.964,134
40.787,-73.943,134
40.762,-73.973,134
40.779,-73.95,133
40.805,-73.968,133
40.78,-73.959,133
40.721,-74.0,133
40.768,-73.967,133
40.773,-73.99,133
40.774,-73.988,133
40.754,-73.989,133
40.787,-73.955,133
40.718,-74.0,133
40.808,-73.96,133
40.791,-73.978,133
40.74,-73.993,132
40.736,-73.991,132
40.759,-73.967,132
40.736,-73.986,132
40.752,-73.989,132
40.795,-73.962,131
40.779,-73.987,131
40.799,-73.959,131
40.762,-73.995,130
40.8,-73.947,130
40.746,-73.997,130
40.718,-73.996,130
40.715,-73.987,130
40.81,-73.965,130
40.737,-73.988,130
40.77,-73.991,130
40.793,-73.977,130
40.773,-73.965,130
40.779,-73.989,130
40.735,-73.977,129
40.763,-73.992,129
40.726,-74.0,129
40.742,-73.993,129
40.725,-73.991,129
40.747,-74.001,129
40.796,-73.962,129
40.737,-73.995,129
40.765,-73.99,129
40.777,-73.975,129
40.806,-73.967,129
40.729,-73.996,128
40.761,-73.962,128
40.717,-73.998,128
40.762,-73.993,128
40.786,-73.981,128
40.726,-73.995,128
40.716,-73.992,127
40.783,-73.954,127
40.786,-73.982,127
40.762,-73.991,127
40.784,-73.972,127
40.777,-73.958,127
40.802,-73.962,127
40.799,-73.962,127
40.817,-73.961,127
40.811,-73.962,126
40.766,-73.965,126
40.79,-73.979,126
40.72,-73.979,126
40.738,-73.994,126
40.758,-73.98,126
40.762,-73.964,126
40.785,-73.955,126
40.77,-73.987,126
40.806,-73.947,125
40.787,-73.956,125
40.772,-73.948,124
40.767,-73.965,124
40.781,-73.985,124
40.761,-73.95,124
40.726,-73.999,124
40.725,-73.979,123
40.788,-73.956,123
40.783,-73.984,123
40.762,-73.969,123
40.81,-73.958,123
40.721,-73.99,123
40.769,-73.962,123
40.784,-73.944,123
40.766,-73.959,123
40.763,-73.958,122
40.801,-73.954,122
40.789,-73.973,122
40.771,-73.968,122
40.801,-73.971,122
40.772,-73.96,122
40.742,-74.0,121
40.789,-73.977,121
40.777,-73.987,121
40.79,-73.948,121
40.771,-73.958,121
40.763,-73.956,121
40.771,-73.989,121
40.802,-73.934,120
40.792,-73.977,120
40.809,-73.965,120
40.785,-73.977,120
40.789,-73.981,120
40.809,-73.96,119
40.715,-73.997,119
40.798,-73.962,119
40.814,-73.96,119
40.726,-73.981,119
40.778,-73.95,119
40.74,-73.994,119
40.807,-73.964,118
40.738,-73.973,118
40.738,-73.999,118
40.733,-73.982,118
40.738,-73.989,118
40.778,-73.958,118
40.778,-73.963,118
40.793,-73.969,118
40.802,-73.965,117
40.785,-73.953,117
40.718,-73.992,117
40.805,-73.967,117
40.765,-73.986,117
40.726,-73.996,116
40.741,-73.991,116
40.774,-73.961,116
40.758,-74.0,116
40.804,-73.963,116
40.806,-73.954,116
40.716,-73.987,115
40.801,-73.961,115
40.732,-73.992,115
40.769,-73.968,115
40.787,-73.977,115
40.716,-73.986,115
40.721,-73.983,115
40.797,-73.973,115
40.779,-73.955,115
40.724,-73.98,115
40.764,-73.948,115
40.767,-73.958,115
40.78,-73.986,115
40.739,-73.989,115
40.715,-73.985,115
40.8,-73.965,115
40.757,-73.962,114
40.792,-73.978,114
40.734,-73.993,114
40.72,-73.997,114
40.807,-73.955,114
40.733,-73.981,114
40.795,-73.963,114
40.802,-73.943,114
40.726,-73.991,114
40.797,-73.974,114
40.814,-73.947,114
40.766,-73.97,114
40.746,-73.996,113
40.798,-73.967,113
40.719,-73.999,113
40.812,-73.951,113
40.773,-73.961,113
40.779,-73.975,113
40.746,-73.971,112
40.73,-73.988,112
40.74,-73.992,112
40.804,-73.952,112
40.737,-73.992,112
40.727,-73.994,111
40.801,-73.97,111
40.777,-73.961,111
40.721,-73.992,111
40.73,-73.998,111
40.811,-73.959,111
40.765,-73.994,110
40.798,-73.972,110
40.766,-73.962,110
40.724,-73.978,110
40.755,-73.999,110
40.771,-73.984,110
40.76,-73.999,110
40.761,-73.993,109
40.764,-73.993,109
40.752,-73.983,109
40.716,-73.991,109
40.754,-73.999,109
40.758,-73.998,109
40.803,-73.953,109
40.794,-73.966,109
40.748,-73.996,109
40.809,-73.964,109
40.788,-73.968,109
40.761,-73.966,108
40.805,-73.95,108
40.788,-73.949,108
40.798,-73.963,108
40.795,-73.975,108
40.717,-73.989,108
40.775,-73.96,108
40.715,-73.982,107
40.795,-73.974,107
40.8,-73.955,107
40.781,-73.979,107
40.716,-73.988,107
40.794,-73.964,107
40.786,-73.957,107
40.812,-73.952,107
40.786,-73.979,107
40.722,-73.992,107
40.785,-73.978,107
40.769,-73.963,107
40.726,-74.001,107
40.765,-73.96,106
40.806,-73.956,106
40.767,-73.989,106
40.804,-73.946,106
40.778,-73.984,106
40.764,-73.972,105
40.794,-73.94,105
40.77,-73.964,105
40.772,-73.986,105
40.731,-73.999,105
40.803,-73.956,105
40.768,-73.99,105
40.801,-73.946,105
40.781,-73.951,105
40.753,-73.988,104
40.783,-73.945,104
40.785,-73.974,104
40.805,-73.954,104
40.72,-73.986,104
40.742,-73.984,104
40.764,-73.966,104
40.741,-74.001,104
40.721,-73.979,104
40.745,-73.973,103
40.771,-73.947,103
40.804,-73.948,103
40.788,-73.97,103
40.814,-73.962,103
40.735,-73.987,103
40.804,-73.949,103
40.802,-73.939,103
40.724,-73.999,103
40.786,-73.956,102
40.752,-73.967,102
40.804,-73.968,102
40.719,-73.997,102
40.728,-73.99,102
40.763,-73.991,102
40.802,-73.964,102
40.795,-73.969,102
40.8,-73.967,102
40.791,-73.947,102
40.802,-73.966,102
40.774,-73.966,102
40.81,-73.944,101
40.774,-73.984,101
40.813,-73.957,101
40.77,-73.948,100
40.764,-73.954,100
40.741,-73.995,100
40.736,-74.001,100
40.8,-73.972,100
40.802,-73.97,100
40.744,-73.978,99
40.782,-73.978,99
40.777,-73.963,99
40.751,-73.997,99
40.735,-73.976,99
40.806,-73.96,99
40.724,-74.0,99
40.816,-73.961,99
40.783,-73.956,98
40.769,-73.967,98
40.797,-73.968,98
40.808,-73.953,98
40.798,-73.968,98
40.717,-73.994,98
40.75,-73.999,98
40.78,-73.974,98
40.792,-73.946,98
40.8,-73.961,98
40.767,-73.992,98
40.805,-73.956,98
40.745,-73.996,97
40.772,-73.967,97
40.8,-73.96,97
40.721,-73.978,97
40.74,-74.001,96
40.736,-73.977,96
40.731,-73.975,96
40.784,-73.982,96
40.737,-74.001,95
40.807,-73.953,95
40.719,-73.998,95
40.77,-73.963,95
40.761,-73.96,95
40.765,-73.965,95
40.714,-73.999,95
40.79,-73.968,94
40.793,-73.97,94
40.808,-73.951,94
40.751,-73.968,94
40.77,-73.992,94
40.742,-73.987,94
40.771,-73.99,94
40.736,-73.999,94
40.802,-73.95,94
40.723,-73.98,93
40.805,-73.938,93
40.785,-73.975,93
40.726,-73.994,93
40.79,-73.958,93
40.802,-73.963,93
40.795,-73.944,93
40.799,-73.953,93
40.744,-73.997,93
40.795,-73.967,93
40.789,-73.969,92
40.808,-73.949,92
40.721,-73.985,92
40.805,-73.946,92
40.813,-73.961,92
40.806,-73.939,92
40.809,-73.963,92
40.794,-73.941,92
40.771,-73.961,91
40.767,-73.994,91
40.774,-73.977,91
40.767,-73.966,91
40.79,-73.94,90
40.735,-73.975,90
40.795,-73.933,90
40.767,-73.993,90
40.75,-73.989,90
40.804,-73.951,89
40.771,-73.966,89
40.8,-73.953,89
40.746,-73.981,89
40.815,-73.961,89
40.734,-73.983,89
40.723,-73.987,89
40.746,-74.001,89
40.726,-73.993,89
40.779,-73.961,89
40.805,-73.962,89
40.765,-73.959,88
40.8,-73.956,88
40.802,-73.959,88
40.735,-73.978,88
40.727,-73.981,87
40.763,-73.996,87
40.717,-73.999,87
40.738,-73.998,87
40.718,-73.994,87
40.755,-73.962,87
40.804,-73.937,87
40.725,-73.977,87
40.807,-73.94,87
40.721,-73.991,86
40.75,-73.998,86
40.77,-73.966,86
40.734,-73.997,86
40.716,-73.998,86
40.803,-73.952,86
40.714,-73.977,86
40.763,-73.964,86
40.775,-73.985,86
40.809,-73.945,86
40.786,-73.954,86
40.808,-73.941,86
40.761,-73.951,85
40.739,-74.001,85
40.78,-73.961,85
40.805,-73.948,85
40.738,-73.991,85
40.807,-73.956,85
40.775,-73.949,85
40.806,-73.962,85
40.78,-73.962,85
40.736,-73.981,85
40.792,-73.963,85
40.723,-73.982,85
40.792,-73.973,85
40.773,-73.966,85
40.736,-73.976,85
40.762,-73.967,85
40.809,-73.957,85
40.792,-73.947,85
40.817,-73.947,85
40.778,-73.976,85
40.766,-73.99,84
40.809,-73.955,84
40.716,-73.983,84
40.806,-73.94,84
40.791,-73.968,84
40.784,-73.984,84
40.796,-73.943,84
40.776,-73.964,84
40.811,-73.952,84
40.736,-73.992,84
40.713,-73.99,84
40.79,-73.943,84
40.783,-73.958,83
40.732,-73.981,83
40.812,-73.944,83
40.772,-73.958,83
40.804,-73.954,83
40.801,-73.956,83
40.714,-73.988,83
40.739,-73.993,83
40.808,-73.967,83
40.715,-73.98,83
40.773,-73.964,83
40.79,-73.949,82
40.808,-73.945,82
40.782,-73.971,82
40.734,-73.975,82
40.803,-73.966,82
40.739,-73.978,81
40.766,-73.966,81
40.784,-73.976,81
40.714,-74.0,81
40.798,-73.935,81
40.78,-73.96,81
40.812,-73.941,81
40.718,-73.983,81
40.773,-73.989,80
40.753,-73.991,80
40.774,-73.965,80
40.79,-73.969,80
40.736,-73.99,80
40.806,-73.961,80
40.77,-73.953,79
40.788,-73.98,79
40.735,-74.001,79
40.818,-73.938,79
40.791,-73.952,79
40.788,-73.943,79
40.723,-73.981,79
40.718,-73.98,79
40.769,-73.951,79
40.793,-73.976,79
40.741,-73.987,79
40.789,-73.972,78
40.802,-73.945,78
40.765,-73.993,78
40.77,-73.968,78
40.711,-73.988,78
40.722,-73.99,78
40.813,-73.959,77
40.739,-73.973,77
40.783,-73.976,77
40.812,-73.961,77
40.807,-73.954,77
40.719,-73.992,77
40.793,-73.946,77
40.803,-73.933,77
40.723,-73.979,77
40.806,-73.945,77
40.762,-73.957,77
40.791,-73.942,76
40.806,-73.946,76
40.788,-73.944,76
40.794,-73.951,76
40.799,-73.941,75
40.808,-73.966,75
40.715,-73.981,75
40.732,-74.0,75
40.809,-73.951,75
40.785,-73.946,75
40.816,-73.937,75
40.815,-73.944,75
40.77,-73.949,74
40.801,-73.962,74
40.798,-73.964,74
40.768,-73.97,74
40.809,-73.954,74
40.725,-74.001,73
40.812,-73.96,73
40.723,-74.0,73
40.746,-73.998,73
40.809,-73.94,73
40.731,-73.997,73
40.724,-73.976,73
40.721,-73.98,72
40.744,-74.001,72
40.792,-73.969,72
40.767,-73.964,72
40.8,-73.944,72
40.767,-73.988,72
40.772,-73.966,72
40.743,-73.972,72
40.799,-73.936,71
40.718,-73.999,71
40.783,-73.946,71
40.78,-73.987,71
40.763,-73.995,71
40.778,-73.944,71
40.751,-73.995,71
40.81,-73.952,71
40.792,-73.941,71
40.771,-73.965,71
40.782,-73.957,70
40.718,-73.988,70
40.748,-73.972,70
40.807,-73.946,70
40.8,-73.963,70
40.766,-73.994,70
40.808,-73.943,70
40.799,-73.942,70
40.723,-73.976,70
40.733,-73.978,70
40.788,-73.947,70
40.767,-73.952,70
40.807,-73.966,70
40.799,-73.973,69
40.791,-73.967,69
40.803,-73.95,69
40.763,-73.971,69
40.717,-73.983,69
40.729,-73.992,69
40.754,-73.963,69
40.765,-73.989,69
40.722,-73.979,69
40.803,-73.963,69
40.754,-73.99,69
40.791,-73.971,69
40.807,-73.948,69
40.715,-73.994,69
40.715,-73.983,68
40.725,-73.985,68
40.803,-73.955,68
40.713,-73.992,68
40.759,-74.0,68
40.793,-73.941,68
40.768,-73.991,67
40.732,-74.001,67
40.717,-73.984,67
40.776,-73.965,67
40.736,-73.98,67
40.717,-73.997,67
40.798,-73.94,67
40.813,-73.956,67
40.811,-73.943,67
40.805,-73.949,67
40.729,-73.983,66
40.774,-73.979,66
40.813,-73.962,66
40.799,-73.964,66
40.803,-73.949,66
40.808,-73.955,66
40.781,-73.944,66
40.813,-73.939,66
40.813,-73.96,65
40.798,-73.949,65
40.764,-73.947,65
40.796,-73.948,65
40.765,-73.952,65
40.772,-73.964,65
40.796,-73.933,65
40.769,-73.969,65
40.797,-73.963,65
40.714,-73.989,65
40.813,-73.937,65
40.767,-73.981,64
40.79,-73.942,64
40.813,-73.94,64
40.743,-73.976,64
40.765,-73.948,64
40.813,-73.941,64
40.804,-73.957,64
40.816,-73.946,64
40.8,-73.945,64
40.814,-73.944,63
40.765,-73.956,63
40.804,-73.958,63
40.747,-73.996,63
40.724,-73.981,63
40.81,-73.943,63
40.797,-73.938,62
40.814,-73.959,62
40.714,-73.987,62
40.786,-73.948,62
40.739,-73.979,62
40.784,-73.943,62
40.813,-73.938,62
40.812,-73.94,62
40.761,-73.965,62
40.765,-73.953,62
40.748,-73.997,62
40.793,-73.945,62
40.714,-73.986,62
40.805,-73.951,61
40.729,-73.991,61
40.736,-74.0,61
40.818,-73.942,61
40.801,-73.959,61
40.712,-73.994,61
40.733,-73.983,61
40.745,-73.974,61
40.784,-73.945,61
40.808,-73.952,61
40.728,-73.976,61
40.804,-73.953,61
40.812,-73.957,61
40.791,-73.98,61
